PIB por Unidade da Federação
Acre;Alagoas;Amapá;Amazonas;Bahia;Ceará;Distrito Federal;Espírito Santo;Goiás;Maranhão;Mato Grosso;Mato Grosso do Sul;Minas Gerais;Paraná;Paraíba;Pará;Pernambuco;Piauí;Rio Grande do Norte;Rio Grande do Sul;Rio de Janeiro;Rondônia;Roraima;Santa Catarina;Sergipe;São Paulo;Tocantins
15630017;58963729;17496661;108181091;293240504;163575327;273613711;137345595;208672492;97339938;142122028;106943246;651872684;466377036;67986074;178376984;197853378;52780785;71336780;482464177;779927917;47091336;14292227;323263857;44689483;2348338000;39355941

Fonte: "IBGE, em parceria com os &Oacute;rg&atilde;os Estaduais de Estat&iacute;stica, Secretarias Estaduais de Governo e Superintend&ecirc;ncia da Zona Franca de Manaus - SUFRAMA"
